date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:14:25	9085/9085	---M--	200	added ('OK')	image/png	etag:%2263db9fbe-237d%22	https://html.themexriver.com/Saasio/assets/img/saas-m/testimonial/tst4.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/saas-m/testimonial/tst4.png	(from https://html.themexriver.com/Saasio/service.html)
14:14:25	7396/7396	---M--	200	added ('OK')	image/png	etag:%2263db9fbe-1ce4%22	https://html.themexriver.com/Saasio/assets/img/saas-m/testimonial/tst5.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/saas-m/testimonial/tst5.png	(from https://html.themexriver.com/Saasio/service.html)
14:14:25	6879/6879	---M--	200	added ('OK')	image/png	etag:%2263db9fbe-1adf%22	https://html.themexriver.com/Saasio/assets/img/saas-m/testimonial/tst6.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/saas-m/testimonial/tst6.png	(from https://html.themexriver.com/Saasio/service.html)
14:14:26	47449/47449	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-b959%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm1.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm1.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:26	49070/49070	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-bfae%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm2.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm2.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:26	35649/35649	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-8b41%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm3.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm3.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:26	41611/41611	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-a28b%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm4.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm4.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:26	45495/45495	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-b1b7%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm5.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm5.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:27	37813/37813	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-93b5%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm6.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm6.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:27	45977/45977	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-b399%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm7.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm7.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:27	37922/37922	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-9422%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm8.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm8.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:27	35826/35826	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-8bf2%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm9.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm9.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:28	32391/32391	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-7e87%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm10.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm10.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:28	41056/41056	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-a060%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm11.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm11.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:28	25397/25397	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-6335%22	https://html.themexriver.com/Saasio/assets/img/startup/team/tm12.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/startup/team/tm12.jpg	(from https://html.themexriver.com/Saasio/team.html)
14:14:28	935/935	---MCZ	200	added ('OK')	text/css	etag:W/%2263db9fc0-3a7%22	https://html.themexriver.com/Saasio/assets/css/newfont.css	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/css/newfont.css	(from https://html.themexriver.com/Saasio/faq.html)
14:14:28	20000/20000	---MCZ	200	added ('OK')	text/css	etag:W/%2263db9fc0-4e20%22	https://html.themexriver.com/Saasio/assets/css/swiper.css	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/css/swiper.css	(from https://html.themexriver.com/Saasio/faq.html)
14:14:29	3124/3124	---MCZ	200	added ('OK')	text/css	etag:W/%2263db9fc0-c34%22	https://html.themexriver.com/Saasio/assets/css/jquery.bxslider.min.css	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/css/jquery.bxslider.min.css	(from https://html.themexriver.com/Saasio/faq.html)
14:14:29	54855/54855	---MCZ	200	added ('OK')	text/css	etag:W/%2263db9fc0-d647%22	https://html.themexriver.com/Saasio/assets/css/jquery.mCustomScrollbar.min.css	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/css/jquery.mCustomScrollbar.min.css	(from https://html.themexriver.com/Saasio/faq.html)
14:14:29	127779/127779	---M--	200	added ('OK')	image/png	etag:%2263db9fbf-1f323%22	https://html.themexriver.com/Saasio/assets/img/d-agency/about/ab2.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/d-agency/about/ab2.png	(from https://html.themexriver.com/Saasio/faq.html)
14:14:29	41227/41227	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-a10b%22	https://html.themexriver.com/Saasio/assets/img/blog/news-4.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/news-4.jpg	(from https://html.themexriver.com/Saasio/blog.html)
14:14:30	26638/26638	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-680e%22	https://html.themexriver.com/Saasio/assets/img/blog/news-5.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/news-5.jpg	(from https://html.themexriver.com/Saasio/blog.html)
14:14:30	23394/23394	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-5b62%22	https://html.themexriver.com/Saasio/assets/img/blog/news-6.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/news-6.jpg	(from https://html.themexriver.com/Saasio/blog.html)
14:14:30	31097/31097	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-7979%22	https://html.themexriver.com/Saasio/assets/img/blog/news-7.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/news-7.jpg	(from https://html.themexriver.com/Saasio/blog.html)
14:14:30	8038/8038	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-1f66%22	https://html.themexriver.com/Saasio/assets/img/blog/rec1.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/rec1.jpg	(from https://html.themexriver.com/Saasio/blog.html)
14:14:30	8773/8773	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-2245%22	https://html.themexriver.com/Saasio/assets/img/blog/rec-2.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/rec-2.jpg	(from https://html.themexriver.com/Saasio/blog.html)
14:14:31	7662/7662	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-1dee%22	https://html.themexriver.com/Saasio/assets/img/blog/rec-3.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/rec-3.jpg	(from https://html.themexriver.com/Saasio/blog.html)
14:14:31	34724/34724	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-87a4%22	https://html.themexriver.com/Saasio/assets/img/blog/news-9.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/news-9.jpg	(from https://html.themexriver.com/Saasio/blog-single.html)
14:14:31	22506/22506	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-57ea%22	https://html.themexriver.com/Saasio/assets/img/blog/news-10.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/news-10.jpg	(from https://html.themexriver.com/Saasio/blog-single.html)
14:14:32	17286/17286	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-4386%22	https://html.themexriver.com/Saasio/assets/img/blog/news-11.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/news-11.jpg	(from https://html.themexriver.com/Saasio/blog-single.html)
14:14:32	19972/19972	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-4e04%22	https://html.themexriver.com/Saasio/assets/img/blog/ca1.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/ca1.jpg	(from https://html.themexriver.com/Saasio/blog-single.html)
14:14:32	45524/45524	---M--	200	added ('OK')	image/jpeg	etag:%2263db9fbf-b1d4%22	https://html.themexriver.com/Saasio/assets/img/blog/ca2.jpg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/blog/ca2.jpg	(from https://html.themexriver.com/Saasio/blog-single.html)
14:14:33	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-5f3b5f2662d90%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400.eot	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400.eot	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:34	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2263db9fc0-12bdc%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400.woff2	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400.woff2	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:34	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-5f3b5f2662d90%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400.eot?	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400d41d.eot	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:34	90060/90060	---M--	200	added ('OK')	font/woff	etag:%2263db9fc0-15fcc%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400.woff	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400.woff	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:34	134040/134040	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2263db9fc0-20b98%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400.ttf	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400.ttf	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:34	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-5f3b5f26629a8%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400.eot	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400.eot	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:34	751262/751262	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263db9fc0-b769e%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400.svg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-brands-400.svg	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:35	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-5f3b5f26629a8%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400.eot?	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400d41d.eot	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:35	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2263db9fc0-33dc%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400.woff2	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400.woff2	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:35	16276/16276	---M--	200	added ('OK')	font/woff	etag:%2263db9fc0-3f94%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400.woff	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400.woff	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:35	33736/33736	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2263db9fc0-83c8%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400.ttf	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400.ttf	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:36	145515/145515	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263db9fc0-2386b%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400.svg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-regular-400.svg	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:36	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5f3b5f2664118%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900.eot	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900.eot	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:36	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5f3b5f2664118%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900.eot?	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900d41d.eot	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:36	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2263db9fc0-13174%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900.woff2	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900.woff2	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:36	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2263db9fc0-18d14%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900.woff	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900.woff	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:37	202744/202744	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2263db9fc0-317f8%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900.ttf	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900.ttf	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:37	924025/924025	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263db9fc0-e1979%22	https://html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900.svg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/fa-solid-900.svg	(from https://html.themexriver.com/Saasio/demo/assets/css/all.min.css)
14:14:37	2124/2124	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2263db9fc0-84c%22	https://html.themexriver.com/Saasio/demo/assets/fonts/flaticon.ttf?15443f2e64cad56424f39b52f66b46ae	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/flaticon7bec.ttf	(from https://html.themexriver.com/Saasio/demo/assets/css/flaticon.css)
14:14:37	1340/1340	---M--	200	added ('OK')	font/woff	etag:%2263db9fc0-53c%22	https://html.themexriver.com/Saasio/demo/assets/fonts/flaticon.woff?15443f2e64cad56424f39b52f66b46ae	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/flaticon7bec.woff	(from https://html.themexriver.com/Saasio/demo/assets/css/flaticon.css)
14:14:37	928/928	---M--	200	added ('OK')	font/woff2	etag:%2263db9fc0-3a0%22	https://html.themexriver.com/Saasio/demo/assets/fonts/flaticon.woff2?15443f2e64cad56424f39b52f66b46ae	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/flaticon7bec.woff2	(from https://html.themexriver.com/Saasio/demo/assets/css/flaticon.css)
14:14:38	2292/2292	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228f4-5f3b5f2664cd1%22	https://html.themexriver.com/Saasio/demo/assets/fonts/flaticon.eot?15443f2e64cad56424f39b52f66b46ae	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/flaticon7bec.eot	(from https://html.themexriver.com/Saasio/demo/assets/css/flaticon.css)
14:14:38	4159/4159	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263db9fc0-103f%22	https://html.themexriver.com/Saasio/demo/assets/fonts/flaticon.svg?15443f2e64cad56424f39b52f66b46ae	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/flaticon7bec.svg	(from https://html.themexriver.com/Saasio/demo/assets/css/flaticon.css)
14:14:38	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:39%20GMT	https://html.themexriver.com/Saasio/demo/assets/fonts/revicons/revicons.eot?5510888	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/revicons/revicons90c6.eot	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:38	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:39%20GMT	https://html.themexriver.com/Saasio/demo/assets/fonts/revicons/revicons.woff?5510888	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/revicons/revicons90c6.woff	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:39	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:39%20GMT	https://html.themexriver.com/Saasio/demo/assets/fonts/revicons/revicons.ttf?5510888	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/revicons/revicons90c6.ttf	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:39	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:40%20GMT	https://html.themexriver.com/Saasio/demo/assets/fonts/revicons/revicons.svg?5510888	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/fonts/revicons/revicons90c6.svg	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:40	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:40%20GMT	https://html.themexriver.com/Saasio/demo/assets/css/openhand.cur	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/css/openhand.cur	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:40	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:40%20GMT	https://html.themexriver.com/Saasio/demo/assets/css/closedhand.cur	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/css/closedhand.cur	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:40	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:41%20GMT	https://html.themexriver.com/Saasio/demo/assets/assets/gridtile.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/assets/gridtile.png	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:40	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:41%20GMT	https://html.themexriver.com/Saasio/demo/assets/assets/gridtile_white.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/assets/gridtile_white.png	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:40	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:41%20GMT	https://html.themexriver.com/Saasio/demo/assets/assets/gridtile_3x3.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/assets/gridtile_3x3.png	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:40	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:41%20GMT	https://html.themexriver.com/Saasio/demo/assets/assets/gridtile_3x3_white.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/assets/gridtile_3x3_white.png	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:41	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:41%20GMT	https://html.themexriver.com/Saasio/demo/assets/assets/coloredbg.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/assets/coloredbg.png	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:41	75193/75193	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Mar%202023%2019:14:42%20GMT	https://html.themexriver.com/Saasio/demo/assets/assets/loader.gif	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/assets/loader.gif	(from https://html.themexriver.com/Saasio/demo/assets/css/rs6.css)
14:14:41	3111/3111	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263db9fc1-c27%22	https://html.themexriver.com/Saasio/demo/assets/images/pre.svg	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/demo/assets/images/pre.svg	(from https://html.themexriver.com/Saasio/demo/assets/css/style.css)
14:14:42	2013/2013	---M--	200	added ('OK')	image/png	etag:%2263db9fbf-7dd%22	https://html.themexriver.com/Saasio/assets/img/app-landing/logo/logo1.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/app-landing/logo/logo1.png	(from https://html.themexriver.com/Saasio/index-7.html)
14:14:42	2892/2892	---M--	200	added ('OK')	image/png	etag:%2263db9fbf-b4c%22	https://html.themexriver.com/Saasio/assets/img/app-landing/logo/f-logo.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/app-landing/logo/f-logo.png	(from https://html.themexriver.com/Saasio/index-7.html)
14:14:42	49336/49336	---M--	200	added ('OK')	image/png	etag:%2263db9fbf-c0b8%22	https://html.themexriver.com/Saasio/assets/img/app-landing/mockup/bm1.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/app-landing/mockup/bm1.png	(from https://html.themexriver.com/Saasio/index-7.html)
14:14:42	13086/13086	---M--	200	added ('OK')	image/png	etag:%2263db9fbf-331e%22	https://html.themexriver.com/Saasio/assets/img/app-landing/shape/b-shapeup.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/app-landing/shape/b-shapeup.png	(from https://html.themexriver.com/Saasio/index-7.html)
14:14:42	13179/13179	---M--	200	added ('OK')	image/png	etag:%2263db9fbf-337b%22	https://html.themexriver.com/Saasio/assets/img/app-landing/shape/b-shapemiddle.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/app-landing/shape/b-shapemiddle.png	(from https://html.themexriver.com/Saasio/index-7.html)
14:14:43	140013/140013	---M--	200	added ('OK')	image/png	etag:%2263db9fbf-222ed%22	https://html.themexriver.com/Saasio/assets/img/app-landing/shape/f-shape1.png	F:/abdul-Hadi/https___html.themexriver.com_Saasio_index-49.1.html/html.themexriver.com/Saasio/assets/img/app-landing/shape/f-shape1.png	(from https://html.themexriver.com/Saasio/index-7.html)
